id,real_construction_probability,is_likely_real
833,0.6009812,1
834,0.6009812,1
835,0.6009812,1
836,0.6009812,1
837,0.52098125,1
838,0.8659003,1
839,0.6009812,1
840,0.52098125,1
841,0.52098125,1
842,0.6009812,1
843,0.52098125,1
844,0.6009812,1
845,0.6009812,1
846,0.52098125,1
847,0.6009812,1
848,0.6009812,1
849,0.6704661,1
850,0.8062388,1
851,0.6009812,1
852,0.6009812,1
853,0.6009812,1
854,0.6009812,1
855,0.52098125,1
856,0.6009812,1
857,0.6009812,1
858,0.52098125,1
859,0.8062388,1
860,0.8062388,1
861,0.6009812,1
862,0.6009812,1
863,0.6009812,1
864,0.8062388,1
865,0.52098125,1
866,0.52098125,1
867,0.52098125,1
868,0.6009812,1
869,0.52098125,1
870,0.6009812,1
871,0.6009812,1
872,0.07711836,0
873,0.6009812,1
874,0.6009812,1
875,0.88602626,1
876,0.6009812,1
877,0.6009812,1
878,0.6840536,1
879,0.52098125,1
880,0.15796594,0
881,0.73806924,1
882,0.8062388,1
883,0.6009812,1
884,0.6009812,1
885,0.8062388,1
886,0.12661687,0
887,0.52098125,1
888,0.52098125,1
889,0.52098125,1
890,0.52098125,1
891,0.52098125,1
892,0.6009812,1
893,0.81083626,1
894,0.6009812,1
895,0.6009812,1
896,0.52098125,1
897,0.6009812,1
898,0.6009812,1
899,0.52098125,1
900,0.52098125,1
901,0.52098125,1
902,0.52098125,1
903,0.6009812,1
904,0.52098125,1
905,0.6840536,1
906,0.6840536,1
907,0.6009812,1
908,0.52098125,1
909,0.6009812,1
910,0.88602626,1
911,0.6009812,1
912,0.6009812,1
913,0.5765072,1
914,0.6009812,1
915,0.79226935,1
916,0.6009812,1
917,0.111665465,0
918,0.6009812,1
919,0.6009812,1
920,0.6009812,1
921,0.6009812,1
922,0.6009812,1
923,0.52098125,1
924,0.6009812,1
925,0.6009812,1
926,0.6009812,1
927,0.07309281,0
928,0.52098125,1
929,0.6009812,1
930,0.67433685,1
